,combination,Ag,Al,As,Au,Co,Cr,Cu,Fe,Hf,Ir,Mn,Mo,Nb,Ni,Os,Pd,Pt,Re,Rh,Ru,Si,Ta,Tc,Ti,V,W,Zr,Label,set_name,length
723,CrFeMoTi,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,High,Cr|Fe|Mo|Ti,4
724,CrFeNbRe,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Cr|Fe|Nb|Re,4
725,CrFeNbV,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Cr|Fe|Nb|V,4
726,CrFeNiRe,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Cr|Fe|Ni|Re,4
727,CrFePdRu,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,High,Cr|Fe|Pd|Ru,4
728,CrFeReV,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,High,Cr|Fe|Re|V,4
729,CrFeTaV,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,High,Cr|Fe|Ta|V,4
730,CrFeTiW,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,High,Cr|Fe|Ti|W,4
731,CrHfMoRe,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Cr|Hf|Mo|Re,4
732,CrHfMoV,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Cr|Hf|Mo|V,4
733,CrHfNbRe,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Cr|Hf|Nb|Re,4
734,CrHfNbV,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Cr|Hf|Nb|V,4
735,CrHfReTa,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,High,Cr|Hf|Re|Ta,4
736,CrHfReW,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High,Cr|Hf|Re|W,4
737,CrHfTaV,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,High,Cr|Hf|Ta|V,4
738,CrHfTiV,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Cr|Hf|Ti|V,4
739,CrHfVW,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Cr|Hf|V|W,4
740,CrIrNiPd,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Cr|Ir|Ni|Pd,4
741,CrIrOsPt,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,High,Cr|Ir|Os|Pt,4
742,CrIrPdRu,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,High,Cr|Ir|Pd|Ru,4
743,CrMnMoNb,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Cr|Mn|Mo|Nb,4
744,CrMnMoTa,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Cr|Mn|Mo|Ta,4
745,CrMnMoW,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Cr|Mn|Mo|W,4
746,CrMnNbRe,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Cr|Mn|Nb|Re,4
747,CrMnNbV,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Cr|Mn|Nb|V,4
748,CrMnNiRe,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Cr|Mn|Ni|Re,4
749,CrMnReTi,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,High,Cr|Mn|Re|Ti,4
750,CrMnReZr,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Low,Cr|Mn|Re|Zr,4
751,CrMnTaW,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,High,Cr|Mn|Ta|W,4
752,CrMnTiW,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,High,Cr|Mn|Ti|W,4
753,CrMnWZr,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Low,Cr|Mn|W|Zr,4
754,CrMoNbTa,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Cr|Mo|Nb|Ta,4
755,CrMoNbW,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Cr|Mo|Nb|W,4
756,CrMoReTa,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,High,Cr|Mo|Re|Ta,4
757,CrMoReW,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High,Cr|Mo|Re|W,4
758,CrMoTaV,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,High,Cr|Mo|Ta|V,4
759,CrMoTiV,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Cr|Mo|Ti|V,4
760,CrMoVW,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Cr|Mo|V|W,4
761,CrNbNiV,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Cr|Nb|Ni|V,4
762,CrNbReV,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,High,Cr|Nb|Re|V,4
763,CrNbTaTi,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,High,Cr|Nb|Ta|Ti,4
764,CrNbTaZr,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Low,Cr|Nb|Ta|Zr,4
765,CrNbTiZr,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Low,Cr|Nb|Ti|Zr,4
766,CrNbWZr,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Low,Cr|Nb|W|Zr,4
767,CrNiPdPt,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Cr|Ni|Pd|Pt,4
768,CrNiPtRh,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Cr|Ni|Pt|Rh,4
769,CrOsPdPt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,High,Cr|Os|Pd|Pt,4
770,CrOsPtRh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,High,Cr|Os|Pt|Rh,4
771,CrPdPtRu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,High,Cr|Pd|Pt|Ru,4
772,CrReTaTi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,High,Cr|Re|Ta|Ti,4
773,CrReTaZr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Low,Cr|Re|Ta|Zr,4
774,CrReTiZr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,High,Cr|Re|Ti|Zr,4
775,CrReWZr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,High,Cr|Re|W|Zr,4
776,CrTaTiZr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Low,Cr|Ta|Ti|Zr,4
777,CrTaWZr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Low,Cr|Ta|W|Zr,4
778,CrTiWZr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,High,Cr|Ti|W|Zr,4
779,CuFeMnNb,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Cu|Fe|Mn|Nb,4
780,CuFeMnV,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Cu|Fe|Mn|V,4
781,CuFeNbTa,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Cu|Fe|Nb|Ta,4
782,CuFeNiPd,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Cu|Fe|Ni|Pd,4
783,CuFePdRe,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,High,Cu|Fe|Pd|Re,4
784,CuFeTaV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,High,Cu|Fe|Ta|V,4
785,CuIrNiPd,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Cu|Ir|Ni|Pd,4
786,CuIrOsPt,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Cu|Ir|Os|Pt,4
787,CuIrPdRh,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Cu|Ir|Pd|Rh,4
788,CuIrPtRh,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Cu|Ir|Pt|Rh,4
789,CuMnMoV,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Cu|Mn|Mo|V,4
790,CuMnNbV,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Cu|Mn|Nb|V,4
791,CuMnTiV,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Low,Cu|Mn|Ti|V,4
792,CuMoNbV,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Cu|Mo|Nb|V,4
793,CuMoTaW,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Low,Cu|Mo|Ta|W,4
794,CuNbPdPt,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Low,Cu|Nb|Pd|Pt,4
795,CuNbTaTi,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,High,Cu|Nb|Ta|Ti,4
796,CuNbTiV,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Cu|Nb|Ti|V,4
797,CuNiOsPt,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,High,Cu|Ni|Os|Pt,4
798,CuNiPdRh,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Cu|Ni|Pd|Rh,4
799,CuNiPtRh,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Cu|Ni|Pt|Rh,4
800,CuOsPdRe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Low,Cu|Os|Pd|Re,4
801,CuOsPtRe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,High,Cu|Os|Pt|Re,4
802,CuPdPtRe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,High,Cu|Pd|Pt|Re,4
803,CuPdReRh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,High,Cu|Pd|Re|Rh,4
804,CuPtReRh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,High,Cu|Pt|Re|Rh,4
805,CuTaTiV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,High,Cu|Ta|Ti|V,4
806,CuTiVW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,High,Cu|Ti|V|W,4
807,FeIrOsPd,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,High,Fe|Ir|Os|Pd,4
808,FeMnMoNb,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Fe|Mn|Mo|Nb,4
809,FeMnMoTi,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,High,Fe|Mn|Mo|Ti,4
810,FeMnNbRe,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Fe|Mn|Nb|Re,4
811,FeMnNbV,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Fe|Mn|Nb|V,4
812,FeMnReTi,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,High,Fe|Mn|Re|Ti,4
813,FeMnTaTi,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Low,Fe|Mn|Ta|Ti,4
814,FeMnTiV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Low,Fe|Mn|Ti|V,4
815,FeMoNbRe,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Fe|Mo|Nb|Re,4
816,FeMoNbV,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Fe|Mo|Nb|V,4
817,FeMoNiV,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Fe|Mo|Ni|V,4
818,FeMoPdRh,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Fe|Mo|Pd|Rh,4
819,FeMoReTi,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,High,Fe|Mo|Re|Ti,4
820,FeMoTaTi,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Low,Fe|Mo|Ta|Ti,4
821,FeMoTiV,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Fe|Mo|Ti|V,4
822,FeNbReTa,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,High,Fe|Nb|Re|Ta,4
823,FeNbReW,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High,Fe|Nb|Re|W,4
824,FeNbTaW,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,High,Fe|Nb|Ta|W,4
825,FeNbVW,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Fe|Nb|V|W,4
826,FeNiPdRh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Fe|Ni|Pd|Rh,4
827,FeOsPdRh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,High,Fe|Os|Pd|Rh,4
828,FePdReRu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,High,Fe|Pd|Re|Ru,4
829,FeReTaV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,High,Fe|Re|Ta|V,4
830,FeTaTiV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,High,Fe|Ta|Ti|V,4
831,FeTiVW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,High,Fe|Ti|V|W,4
832,HfMoNbTi,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,High,Hf|Mo|Nb|Ti,4
833,HfMoNbZr,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High,Hf|Mo|Nb|Zr,4
834,HfMoReV,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,High,Hf|Mo|Re|V,4
835,HfMoTaTi,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,High,Hf|Mo|Ta|Ti,4
836,HfMoTaZr,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,High,Hf|Mo|Ta|Zr,4
837,HfMoTiZr,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,High,Hf|Mo|Ti|Zr,4
838,HfMoWZr,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,High,Hf|Mo|W|Zr,4
839,HfNbReV,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,High,Hf|Nb|Re|V,4
840,HfNbTaTi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,High,Hf|Nb|Ta|Ti,4
841,HfNbTaZr,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,High,Hf|Nb|Ta|Zr,4
842,HfNbTiZr,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,High,Hf|Nb|Ti|Zr,4
843,HfNbWZr,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,High,Hf|Nb|W|Zr,4
844,HfReTaW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,High,Hf|Re|Ta|W,4
845,HfReTiW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,High,Hf|Re|Ti|W,4
846,HfReVZr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,High,Hf|Re|V|Zr,4
847,HfTaTiW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,High,Hf|Ta|Ti|W,4
848,HfTaVZr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,High,Hf|Ta|V|Zr,4
849,HfTiVZr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,High,Hf|Ti|V|Zr,4
850,IrMoNiPd,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Ir|Mo|Ni|Pd,4
851,IrMoOsPt,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,High,Ir|Mo|Os|Pt,4
852,IrMoPdRh,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Ir|Mo|Pd|Rh,4
853,IrMoPtRh,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Ir|Mo|Pt|Rh,4
854,IrNbPdRh,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,Ir|Nb|Pd|Rh,4
855,IrNbPtRu,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Ir|Nb|Pt|Ru,4
856,IrNiPdPt,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Ir|Ni|Pd|Pt,4
857,IrNiPdRu,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,High,Ir|Ni|Pd|Ru,4
858,IrNiPtRu,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Ir|Ni|Pt|Ru,4
859,IrOsPdRh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,High,Ir|Os|Pd|Rh,4
860,IrOsPtRh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,High,Ir|Os|Pt|Rh,4
861,IrPdPtRh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,High,Ir|Pd|Pt|Rh,4
862,IrPdReRu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,High,Ir|Pd|Re|Ru,4
863,IrPtReRu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,High,Ir|Pt|Re|Ru,4
864,MnMoNbTa,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Mn|Mo|Nb|Ta,4
865,MnMoNbW,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Mn|Mo|Nb|W,4
866,MnMoReTa,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,High,Mn|Mo|Re|Ta,4
867,MnMoReW,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High,Mn|Mo|Re|W,4
868,MnMoTaV,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,High,Mn|Mo|Ta|V,4
869,MnMoTiV,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Mn|Mo|Ti|V,4
870,MnMoVW,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Mn|Mo|V|W,4
871,MnNbNiV,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Mn|Nb|Ni|V,4
872,MnNbReV,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,High,Mn|Nb|Re|V,4
873,MnNbTaTi,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,High,Mn|Nb|Ta|Ti,4
874,MnNbTaZr,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,High,Mn|Nb|Ta|Zr,4
875,MnNbTiZr,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,High,Mn|Nb|Ti|Zr,4
876,MnNbWZr,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,High,Mn|Nb|W|Zr,4
877,MnNiPdRu,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Mn|Ni|Pd|Ru,4
878,MnPdReRu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Low,Mn|Pd|Re|Ru,4
879,MnReTaW,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,High,Mn|Re|Ta|W,4
880,MnReTiW,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,High,Mn|Re|Ti|W,4
881,MnReVZr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Low,Mn|Re|V|Zr,4
882,MnTaTiW,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,High,Mn|Ta|Ti|W,4
883,MnTaWZr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Low,Mn|Ta|W|Zr,4
884,MnTiWZr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,High,Mn|Ti|W|Zr,4
885,MoNbReTa,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,High,Mo|Nb|Re|Ta,4
886,MoNbReW,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High,Mo|Nb|Re|W,4
887,MoNbTaV,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,High,Mo|Nb|Ta|V,4
888,MoNbTiV,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Mo|Nb|Ti|V,4
889,MoNbVW,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Mo|Nb|V|W,4
