,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Co,0.4403263960771931,0.0,0.5596736039228069,High,1
1,Au|Pd,0.3953379608382307,0.0,0.6046620391617693,High,4
2,Fe|Cr,0.3154573237443385,0.0,0.6845426762556616,High,10
3,Ta|Zr,0.2142214288278715,0.0,0.7857785711721285,High,31
4,Mn|V,0.19498114414009962,0.0,0.8050188558599004,High,39
