,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Pt|Cr,0.39021328829566115,0.0,0.6097867117043388,High,4
1,Mn|Cr,0.35252350393459936,0.0,0.6474764960654006,High,5
2,Fe|Ni,0.3324958607882898,0.0,0.6675041392117101,High,7
3,Ir|Pt,0.30414801614757625,0.0,0.6958519838524237,High,12
4,W|Cr,0.19325441445595612,0.0,0.8067455855440439,High,42
