,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Cu,0.4266224343419637,0.0,0.5733775656580363,High,1
1,Pd|Cu,0.3770302792488079,0.0,0.6229697207511922,High,5
2,Cu|Pt,0.35134348110038305,0.0,0.648656518899617,High,6
3,Nb|Hf,0.17855218789806082,0.0,0.8214478121019392,High,41
4,Rh|Cu,0.15105792046592004,0.0,0.84894207953408,High,55
