,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Pd,0.4631265615458264,0.0,0.5368734384541737,High,1
1,Ni|Cr,0.4596086629667431,0.0,0.5403913370332569,High,2
2,Mn|Cr,0.35252350393459936,0.0,0.6474764960654006,High,6
3,Au|Pt,0.35134348110038305,0.0,0.648656518899617,High,7
4,Ta|Hf,0.2142214288278715,0.0,0.7857785711721285,High,32
