,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Au|Ni,0.4283939103176326,0.0,0.5716060896823674,High,1
1,Ni|Ir,0.34506967961396956,0.0,0.6549303203860304,High,5
2,Fe|Cr,0.3154573237443385,0.0,0.6845426762556616,High,10
3,Ta|Zr,0.2142214288278715,0.0,0.7857785711721285,High,31
4,Nb|Ti,0.20345110703901245,0.0,0.7965488929609875,High,33
