,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Fe|Ni,0.3324958607882898,0.0,0.6675041392117101,High,5
1,Ti|Hf,0.28438353458554516,0.0,0.7156164654144548,High,13
2,Nb|Ti,0.20345110703901245,0.0,0.7965488929609875,High,31
3,Rh|Pd,0.2009825062791602,0.0,0.7990174937208397,High,34
4,Nb|Hf,0.17855218789806082,0.0,0.8214478121019392,High,42
