,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Pt,0.4409897558786197,0.0,0.5590102441213803,High,1
1,Co|Cr,0.3790613053098557,0.0,0.6209386946901443,High,5
2,Fe|Cr,0.3154573237443385,0.0,0.6845426762556616,High,10
3,Ir|Pt,0.30414801614757625,0.0,0.6958519838524237,High,12
4,Ta|V,0.2142214288278715,0.0,0.7857785711721285,High,32
