,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Cr,0.4596086629667431,0.0,0.5403913370332569,High,1
1,Au|Pt,0.35134348110038305,0.0,0.648656518899617,High,5
2,Ir|Pd,0.33170375470813224,0.0,0.6682962452918678,High,7
3,Ti|Hf,0.28438353458554516,0.0,0.7156164654144548,High,15
4,Nb|Zr,0.17855218789806082,0.0,0.8214478121019392,High,42
