,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Pt|Cr,0.39021328829566115,0.0,0.6097867117043388,High,4
1,Ni|Ir,0.34506967961396956,0.0,0.6549303203860304,High,5
2,Fe|Pd,0.3188733273349896,0.0,0.6811266726650104,High,9
3,Ta|Cr,0.2897184078377241,0.0,0.7102815921622759,High,15
4,Ti|V,0.26043149504136204,0.0,0.7395685049586379,High,18
