,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Pd,0.4631265615458264,0.0,0.5368734384541737,High,1
1,Pt|Cr,0.39021328829566115,0.0,0.6097867117043388,High,5
2,Mn|Cr,0.35252350393459936,0.0,0.6474764960654006,High,6
3,Mn|Co,0.2525674231010714,0.0,0.7474325768989286,High,17
4,W|Cr,0.19325441445595612,0.0,0.8067455855440439,High,42
