,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Co|Pt,0.38545359690890113,0.0,0.6145464030910989,High,4
1,Co|Cr,0.3790613053098557,0.0,0.6209386946901443,High,5
2,Ni|Ir,0.34506967961396956,0.0,0.6549303203860304,High,6
3,Ta|V,0.2142214288278715,0.0,0.7857785711721285,High,31
4,W|Ti,0.15999001921694722,0.0,0.8400099807830528,High,55
