,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Au|Pd,0.3953379608382307,0.0,0.6046620391617693,High,3
1,Au|Pt,0.35134348110038305,0.0,0.648656518899617,High,5
2,Au|Cu,0.2716338803679269,0.0,0.7283661196320731,High,16
3,Mn|Co,0.2525674231010714,0.0,0.7474325768989286,High,17
4,Ta|Hf,0.2142214288278715,0.0,0.7857785711721285,High,32
