,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Co|Pd,0.4256758068131406,0.0,0.5743241931868593,High,1
1,Fe|Pd,0.3188733273349896,0.0,0.6811266726650104,High,8
2,Ta|Hf,0.2142214288278715,0.0,0.7857785711721285,High,30
3,Rh|Pd,0.2009825062791602,0.0,0.7990174937208397,High,34
4,Mo|Ti,0.1767902188326083,0.0,0.8232097811673917,High,42
