,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Co|Pt,0.38545359690890113,0.0,0.6145464030910989,High,4
1,Ir|Pd,0.33170375470813224,0.0,0.6682962452918678,High,6
2,Zr|Ti,0.28438353458554516,0.0,0.7156164654144548,High,14
3,Mn|V,0.19498114414009962,0.0,0.8050188558599004,High,38
4,Nb|Zr,0.17855218789806082,0.0,0.8214478121019392,High,42
