,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Pd,0.4631265615458264,0.0,0.5368734384541737,High,1
1,Ni|Cu,0.4266224343419637,0.0,0.5733775656580363,High,2
2,Co|Cr,0.3790613053098557,0.0,0.6209386946901443,High,6
3,Ti|V,0.26043149504136204,0.0,0.7395685049586379,High,17
4,Mo|Pd,0.23803917697701305,0.0,0.761960823022987,High,24
