,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ti|Cr,0.33148864770960323,0.0,0.6685113522903967,High,5
1,Mo|Cr,0.2774620969469697,0.0,0.7225379030530303,High,14
2,Ti|V,0.26043149504136204,0.0,0.7395685049586379,High,16
3,Nb|Ti,0.20345110703901245,0.0,0.7965488929609875,High,32
4,Au|V,0.15999001921694722,0.0,0.8400099807830528,High,55
