,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Co,0.4403263960771931,0.0,0.5596736039228069,High,1
1,Co|Pd,0.4256758068131406,0.0,0.5743241931868593,High,2
2,Pd|Cu,0.3770302792488079,0.0,0.6229697207511922,High,6
3,Ti|Cr,0.33148864770960323,0.0,0.6685113522903967,High,8
4,Ta|V,0.2142214288278715,0.0,0.7857785711721285,High,32
