,materials,DST_High,DST_Low,DST_Uncertainty,Label,index
0,Ni|Pt,0.4409897558786197,0.0,0.5590102441213803,High,1
1,Ta|Cr,0.2897184078377241,0.0,0.7102815921622759,High,13
2,Ti|Hf,0.28438353458554516,0.0,0.7156164654144548,High,14
3,Nb|Hf,0.17855218789806082,0.0,0.8214478121019392,High,41
4,Rh|Cu,0.15105792046592004,0.0,0.84894207953408,High,55
